Product Group,Product Family,Date,demand_quantity
Ale ,Beer,2013-01-01,37319
Ale ,Beer,2013-01-02,35884
Ale ,Beer,2013-01-03,37319
Ale ,Beer,2013-01-04,47367
Ale ,Beer,2013-01-05,48802
Ale ,Beer,2013-01-06,45931
Ale ,Beer,2013-01-07,24401
Ale ,Beer,2013-01-08,38754
Ale ,Beer,2013-01-09,33013
Ale ,Beer,2013-01-10,45931
Ale ,Beer,2013-01-11,45931
Ale ,Beer,2013-01-12,40190
Ale ,Beer,2013-01-13,45931
Ale ,Beer,2013-01-14,37319
Ale ,Beer,2013-01-15,33013
Ale ,Beer,2013-01-16,24401
Ale ,Beer,2013-01-17,30142
Ale ,Beer,2013-01-18,38754
Ale ,Beer,2013-01-19,28707
Ale ,Beer,2013-01-20,50237
Ale ,Beer,2013-01-21,30142
Ale ,Beer,2013-01-22,35884
Ale ,Beer,2013-01-23,53108
Ale ,Beer,2013-01-24,30142
Ale ,Beer,2013-01-25,33013
Ale ,Beer,2013-01-26,30142
Ale ,Beer,2013-01-27,41625
Ale ,Beer,2013-01-28,40190
Ale ,Beer,2013-01-29,35884
Ale ,Beer,2013-01-30,40190
Ale ,Beer,2013-01-31,22966
Ale ,Beer,2013-02-01,40190
Ale ,Beer,2013-02-02,51673
Ale ,Beer,2013-02-03,43061
Ale ,Beer,2013-02-04,31578
Ale ,Beer,2013-02-05,24401
Ale ,Beer,2013-02-06,44496
Ale ,Beer,2013-02-07,58849
Ale ,Beer,2013-02-08,44496
Ale ,Beer,2013-02-09,43061
Ale ,Beer,2013-02-10,43061
Ale ,Beer,2013-02-11,38754
Ale ,Beer,2013-02-12,41625
Ale ,Beer,2013-02-13,60285
Ale ,Beer,2013-02-14,54543
Ale ,Beer,2013-02-15,50237
Ale ,Beer,2013-02-16,44496
Ale ,Beer,2013-02-17,47367
Ale ,Beer,2013-02-18,34448
Ale ,Beer,2013-02-19,40190
Ale ,Beer,2013-02-20,44496
Ale ,Beer,2013-02-21,41625
Ale ,Beer,2013-02-22,48802
Ale ,Beer,2013-02-23,47367
Ale ,Beer,2013-02-24,61720
Ale ,Beer,2013-02-25,34448
Ale ,Beer,2013-02-26,40190
Ale ,Beer,2013-02-27,37319
Ale ,Beer,2013-02-28,33013
Ale ,Beer,2013-03-01,57414
Ale ,Beer,2013-03-02,66026
Ale ,Beer,2013-03-03,63155
Ale ,Beer,2013-03-04,53108
Ale ,Beer,2013-03-05,38754
Ale ,Beer,2013-03-06,37319
Ale ,Beer,2013-03-07,34448
Ale ,Beer,2013-03-08,41625
Ale ,Beer,2013-03-09,53108
Ale ,Beer,2013-03-10,67461
Ale ,Beer,2013-03-11,45931
Ale ,Beer,2013-03-12,47367
Ale ,Beer,2013-03-13,43061
Ale ,Beer,2013-03-14,44496
Ale ,Beer,2013-03-15,61720
Ale ,Beer,2013-03-16,33013
Ale ,Beer,2013-03-17,53108
Ale ,Beer,2013-03-18,31578
Ale ,Beer,2013-03-19,61720
Ale ,Beer,2013-03-20,38754
Ale ,Beer,2013-03-21,43061
Ale ,Beer,2013-03-22,38754
Ale ,Beer,2013-03-23,55979
Ale ,Beer,2013-03-24,60285
Ale ,Beer,2013-03-25,37319
Ale ,Beer,2013-03-26,44496
Ale ,Beer,2013-03-27,50237
Ale ,Beer,2013-03-28,58849
Ale ,Beer,2013-03-29,55979
Ale ,Beer,2013-03-30,60285
Ale ,Beer,2013-03-31,64591
Ale ,Beer,2013-04-01,47367
Ale ,Beer,2013-04-02,38754
Ale ,Beer,2013-04-03,64591
Ale ,Beer,2013-04-04,57414
Ale ,Beer,2013-04-05,66026
Ale ,Beer,2013-04-06,66026
Ale ,Beer,2013-04-07,83250
Ale ,Beer,2013-04-08,50237
Ale ,Beer,2013-04-09,54543
Ale ,Beer,2013-04-10,63155
Ale ,Beer,2013-04-11,63155
Ale ,Beer,2013-04-12,54543
Ale ,Beer,2013-04-13,64591
Ale ,Beer,2013-04-14,73203
Ale ,Beer,2013-04-15,73203
Ale ,Beer,2013-04-16,55979
Ale ,Beer,2013-04-17,48802
Ale ,Beer,2013-04-18,61720
Ale ,Beer,2013-04-19,60285
Ale ,Beer,2013-04-20,60285
Ale ,Beer,2013-04-21,63155
Ale ,Beer,2013-04-22,48802
Ale ,Beer,2013-04-23,54543
Ale ,Beer,2013-04-24,55979
Ale ,Beer,2013-04-25,53108
Ale ,Beer,2013-04-26,70332
Ale ,Beer,2013-04-27,48802
Ale ,Beer,2013-04-28,70332
Ale ,Beer,2013-04-29,48802
Ale ,Beer,2013-04-30,41625
Ale ,Beer,2013-05-01,67461
Ale ,Beer,2013-05-02,53108
Ale ,Beer,2013-05-03,55979
Ale ,Beer,2013-05-04,53108
Ale ,Beer,2013-05-05,67461
Ale ,Beer,2013-05-06,57414
Ale ,Beer,2013-05-07,66026
Ale ,Beer,2013-05-08,54543
Ale ,Beer,2013-05-09,53108
Ale ,Beer,2013-05-10,83250
Ale ,Beer,2013-05-11,78944
Ale ,Beer,2013-05-12,86121
Ale ,Beer,2013-05-13,48802
Ale ,Beer,2013-05-14,58849
Ale ,Beer,2013-05-15,67461
Ale ,Beer,2013-05-16,73203
Ale ,Beer,2013-05-17,61720
Ale ,Beer,2013-05-18,77509
Ale ,Beer,2013-05-19,99039
Ale ,Beer,2013-05-20,57414
Ale ,Beer,2013-05-21,47367
Ale ,Beer,2013-05-22,71768
Ale ,Beer,2013-05-23,74638
Ale ,Beer,2013-05-24,78944
Ale ,Beer,2013-05-25,66026
Ale ,Beer,2013-05-26,67461
Ale ,Beer,2013-05-27,61720
Ale ,Beer,2013-05-28,57414
Ale ,Beer,2013-05-29,48802
Ale ,Beer,2013-05-30,57414
Ale ,Beer,2013-05-31,48802
Ale ,Beer,2013-06-01,84686
Ale ,Beer,2013-06-02,84686
Ale ,Beer,2013-06-03,68897
Ale ,Beer,2013-06-04,66026
Ale ,Beer,2013-06-05,73203
Ale ,Beer,2013-06-06,78944
Ale ,Beer,2013-06-07,76074
Ale ,Beer,2013-06-08,73203
Ale ,Beer,2013-06-09,96168
Ale ,Beer,2013-06-10,45931
Ale ,Beer,2013-06-11,58849
Ale ,Beer,2013-06-12,54543
Ale ,Beer,2013-06-13,76074
Ale ,Beer,2013-06-14,71768
Ale ,Beer,2013-06-15,88992
Ale ,Beer,2013-06-16,80380
Ale ,Beer,2013-06-17,48802
Ale ,Beer,2013-06-18,64591
Ale ,Beer,2013-06-19,55979
Ale ,Beer,2013-06-20,53108
Ale ,Beer,2013-06-21,87556
Ale ,Beer,2013-06-22,68897
Ale ,Beer,2013-06-23,70332
Ale ,Beer,2013-06-24,48802
Ale ,Beer,2013-06-25,63155
Ale ,Beer,2013-06-26,57414
Ale ,Beer,2013-06-27,48802
Ale ,Beer,2013-06-28,78944
Ale ,Beer,2013-06-29,86121
Ale ,Beer,2013-06-30,83250
Ale ,Beer,2013-07-01,47367
Ale ,Beer,2013-07-02,73203
Ale ,Beer,2013-07-03,54543
Ale ,Beer,2013-07-04,87556
Ale ,Beer,2013-07-05,80380
Ale ,Beer,2013-07-06,71768
Ale ,Beer,2013-07-07,77509
Ale ,Beer,2013-07-08,51673
Ale ,Beer,2013-07-09,60285
Ale ,Beer,2013-07-10,80380
Ale ,Beer,2013-07-11,70332
Ale ,Beer,2013-07-12,66026
Ale ,Beer,2013-07-13,90427
Ale ,Beer,2013-07-14,70332
Ale ,Beer,2013-07-15,51673
Ale ,Beer,2013-07-16,86121
Ale ,Beer,2013-07-17,86121
Ale ,Beer,2013-07-18,63155
Ale ,Beer,2013-07-19,94733
Ale ,Beer,2013-07-20,67461
Ale ,Beer,2013-07-21,99039
Ale ,Beer,2013-07-22,51673
Ale ,Beer,2013-07-23,66026
Ale ,Beer,2013-07-24,70332
Ale ,Beer,2013-07-25,63155
Ale ,Beer,2013-07-26,103345
Ale ,Beer,2013-07-27,81815
Ale ,Beer,2013-07-28,86121
Ale ,Beer,2013-07-29,53108
Ale ,Beer,2013-07-30,71768
Ale ,Beer,2013-07-31,58849
Ale ,Beer,2013-08-01,44496
Ale ,Beer,2013-08-02,70332
Ale ,Beer,2013-08-03,71768
Ale ,Beer,2013-08-04,70332
Ale ,Beer,2013-08-05,66026
Ale ,Beer,2013-08-06,63155
Ale ,Beer,2013-08-07,58849
Ale ,Beer,2013-08-08,74638
Ale ,Beer,2013-08-09,68897
Ale ,Beer,2013-08-10,76074
Ale ,Beer,2013-08-11,87556
Ale ,Beer,2013-08-12,43061
Ale ,Beer,2013-08-13,58849
Ale ,Beer,2013-08-14,77509
Ale ,Beer,2013-08-15,55979
Ale ,Beer,2013-08-16,77509
Ale ,Beer,2013-08-17,78944
Ale ,Beer,2013-08-18,71768
Ale ,Beer,2013-08-19,47367
Ale ,Beer,2013-08-20,83250
Ale ,Beer,2013-08-21,64591
Ale ,Beer,2013-08-22,54543
Ale ,Beer,2013-08-23,60285
Ale ,Beer,2013-08-24,83250
Ale ,Beer,2013-08-25,68897
Ale ,Beer,2013-08-26,54543
Ale ,Beer,2013-08-27,68897
Ale ,Beer,2013-08-28,55979
Ale ,Beer,2013-08-29,53108
Ale ,Beer,2013-08-30,97604
Ale ,Beer,2013-08-31,73203
Ale ,Beer,2013-09-01,47367
Ale ,Beer,2013-09-02,57414
Ale ,Beer,2013-09-03,48802
Ale ,Beer,2013-09-04,74638
Ale ,Beer,2013-09-05,71768
Ale ,Beer,2013-09-06,53108
Ale ,Beer,2013-09-07,63155
Ale ,Beer,2013-09-08,70332
Ale ,Beer,2013-09-09,47367
Ale ,Beer,2013-09-10,53108
Ale ,Beer,2013-09-11,64591
Ale ,Beer,2013-09-12,68897
Ale ,Beer,2013-09-13,55979
Ale ,Beer,2013-09-14,73203
Ale ,Beer,2013-09-15,68897
Ale ,Beer,2013-09-16,53108
Ale ,Beer,2013-09-17,63155
Ale ,Beer,2013-09-18,70332
Ale ,Beer,2013-09-19,57414
Ale ,Beer,2013-09-20,61720
Ale ,Beer,2013-09-21,66026
Ale ,Beer,2013-09-22,74638
Ale ,Beer,2013-09-23,44496
Ale ,Beer,2013-09-24,45931
Ale ,Beer,2013-09-25,66026
Ale ,Beer,2013-09-26,53108
Ale ,Beer,2013-09-27,60285
Ale ,Beer,2013-09-28,63155
Ale ,Beer,2013-09-29,68897
Ale ,Beer,2013-09-30,57414
Ale ,Beer,2013-10-01,64591
Ale ,Beer,2013-10-02,40190
Ale ,Beer,2013-10-03,53108
Ale ,Beer,2013-10-04,37319
Ale ,Beer,2013-10-05,54543
Ale ,Beer,2013-10-06,71768
Ale ,Beer,2013-10-07,47367
Ale ,Beer,2013-10-08,45931
Ale ,Beer,2013-10-09,43061
Ale ,Beer,2013-10-10,58849
Ale ,Beer,2013-10-11,45931
Ale ,Beer,2013-10-12,44496
Ale ,Beer,2013-10-13,60285
Ale ,Beer,2013-10-14,44496
Ale ,Beer,2013-10-15,53108
Ale ,Beer,2013-10-16,64591
Ale ,Beer,2013-10-17,66026
Ale ,Beer,2013-10-18,66026
Ale ,Beer,2013-10-19,55979
Ale ,Beer,2013-10-20,68897
Ale ,Beer,2013-10-21,44496
Ale ,Beer,2013-10-22,47367
Ale ,Beer,2013-10-23,41625
Ale ,Beer,2013-10-24,61720
Ale ,Beer,2013-10-25,50237
Ale ,Beer,2013-10-26,61720
Ale ,Beer,2013-10-27,67461
Ale ,Beer,2013-10-28,31578
Ale ,Beer,2013-10-29,43061
Ale ,Beer,2013-10-30,44496
Ale ,Beer,2013-10-31,63155
Ale ,Beer,2013-11-01,66026
Ale ,Beer,2013-11-02,83250
Ale ,Beer,2013-11-03,86121
Ale ,Beer,2013-11-04,41625
Ale ,Beer,2013-11-05,43061
Ale ,Beer,2013-11-06,64591
Ale ,Beer,2013-11-07,63155
Ale ,Beer,2013-11-08,63155
Ale ,Beer,2013-11-09,73203
Ale ,Beer,2013-11-10,64591
Ale ,Beer,2013-11-11,50237
Ale ,Beer,2013-11-12,60285
Ale ,Beer,2013-11-13,54543
Ale ,Beer,2013-11-14,63155
Ale ,Beer,2013-11-15,73203
Ale ,Beer,2013-11-16,66026
Ale ,Beer,2013-11-17,64591
Ale ,Beer,2013-11-18,33013
Ale ,Beer,2013-11-19,45931
Ale ,Beer,2013-11-20,53108
Ale ,Beer,2013-11-21,64591
Ale ,Beer,2013-11-22,53108
Ale ,Beer,2013-11-23,58849
Ale ,Beer,2013-11-24,77509
Ale ,Beer,2013-11-25,61720
Ale ,Beer,2013-11-26,43061
Ale ,Beer,2013-11-27,60285
Ale ,Beer,2013-11-28,64591
Ale ,Beer,2013-11-29,60285
Ale ,Beer,2013-11-30,71768
Ale ,Beer,2013-12-01,63155
Ale ,Beer,2013-12-02,55979
Ale ,Beer,2013-12-03,41625
Ale ,Beer,2013-12-04,38754
Ale ,Beer,2013-12-05,37319
Ale ,Beer,2013-12-06,51673
Ale ,Beer,2013-12-07,44496
Ale ,Beer,2013-12-08,54543
Ale ,Beer,2013-12-09,43061
Ale ,Beer,2013-12-10,45931
Ale ,Beer,2013-12-11,44496
Ale ,Beer,2013-12-12,40190
Ale ,Beer,2013-12-13,51673
Ale ,Beer,2013-12-14,41625
Ale ,Beer,2013-12-15,41625
Ale ,Beer,2013-12-16,31578
Ale ,Beer,2013-12-17,37319
Ale ,Beer,2013-12-18,35884
Ale ,Beer,2013-12-19,35884
Ale ,Beer,2013-12-20,57414
Ale ,Beer,2013-12-21,57414
Ale ,Beer,2013-12-22,50237
Ale ,Beer,2013-12-23,35884
Ale ,Beer,2013-12-24,37319
Ale ,Beer,2013-12-25,51673
Ale ,Beer,2013-12-26,40190
Ale ,Beer,2013-12-27,54543
Ale ,Beer,2013-12-28,61720
Ale ,Beer,2013-12-29,64591
Ale ,Beer,2013-12-30,33013
Ale ,Beer,2013-12-31,44496
Ale ,Beer,2014-01-01,50237
Ale ,Beer,2014-01-02,43061
Ale ,Beer,2014-01-03,45931
Ale ,Beer,2014-01-04,57414
Ale ,Beer,2014-01-05,51673
Ale ,Beer,2014-01-06,43061
Ale ,Beer,2014-01-07,31578
Ale ,Beer,2014-01-08,48802
Ale ,Beer,2014-01-09,44496
Ale ,Beer,2014-01-10,33013
Ale ,Beer,2014-01-11,43061
Ale ,Beer,2014-01-12,58849
Ale ,Beer,2014-01-13,27272
Ale ,Beer,2014-01-14,41625
Ale ,Beer,2014-01-15,44496
Ale ,Beer,2014-01-16,51673
Ale ,Beer,2014-01-17,54543
Ale ,Beer,2014-01-18,44496
Ale ,Beer,2014-01-19,61720
Ale ,Beer,2014-01-20,41625
Ale ,Beer,2014-01-21,41625
Ale ,Beer,2014-01-22,51673
Ale ,Beer,2014-01-23,44496
Ale ,Beer,2014-01-24,47367
Ale ,Beer,2014-01-25,48802
Ale ,Beer,2014-01-26,70332
Ale ,Beer,2014-01-27,34448
Ale ,Beer,2014-01-28,45931
Ale ,Beer,2014-01-29,41625
Ale ,Beer,2014-01-30,35884
Ale ,Beer,2014-01-31,35884
Ale ,Beer,2014-02-01,53108
Ale ,Beer,2014-02-02,64591
Ale ,Beer,2014-02-03,43061
Ale ,Beer,2014-02-04,48802
Ale ,Beer,2014-02-05,37319
Ale ,Beer,2014-02-06,55979
Ale ,Beer,2014-02-07,58849
Ale ,Beer,2014-02-08,58849
Ale ,Beer,2014-02-09,74638
Ale ,Beer,2014-02-10,50237
Ale ,Beer,2014-02-11,50237
Ale ,Beer,2014-02-12,41625
Ale ,Beer,2014-02-13,51673
Ale ,Beer,2014-02-14,54543
Ale ,Beer,2014-02-15,67461
Ale ,Beer,2014-02-16,70332
Ale ,Beer,2014-02-17,45931
Ale ,Beer,2014-02-18,44496
Ale ,Beer,2014-02-19,48802
Ale ,Beer,2014-02-20,54543
Ale ,Beer,2014-02-21,64591
Ale ,Beer,2014-02-22,64591
Ale ,Beer,2014-02-23,64591
Ale ,Beer,2014-02-24,53108
Ale ,Beer,2014-02-25,41625
Ale ,Beer,2014-02-26,55979
Ale ,Beer,2014-02-27,58849
Ale ,Beer,2014-02-28,38754
Ale ,Beer,2014-03-01,71768
Ale ,Beer,2014-03-02,81815
Ale ,Beer,2014-03-03,54543
Ale ,Beer,2014-03-04,66026
Ale ,Beer,2014-03-05,57414
Ale ,Beer,2014-03-06,44496
Ale ,Beer,2014-03-07,53108
Ale ,Beer,2014-03-08,86121
Ale ,Beer,2014-03-09,73203
Ale ,Beer,2014-03-10,43061
Ale ,Beer,2014-03-11,50237
Ale ,Beer,2014-03-12,47367
Ale ,Beer,2014-03-13,64591
Ale ,Beer,2014-03-14,48802
Ale ,Beer,2014-03-15,68897
Ale ,Beer,2014-03-16,66026
Ale ,Beer,2014-03-17,43061
Ale ,Beer,2014-03-18,44496
Ale ,Beer,2014-03-19,53108
Ale ,Beer,2014-03-20,53108
Ale ,Beer,2014-03-21,70332
Ale ,Beer,2014-03-22,86121
Ale ,Beer,2014-03-23,78944
Ale ,Beer,2014-03-24,37319
Ale ,Beer,2014-03-25,54543
Ale ,Beer,2014-03-26,45931
Ale ,Beer,2014-03-27,54543
Ale ,Beer,2014-03-28,74638
Ale ,Beer,2014-03-29,73203
Ale ,Beer,2014-03-30,74638
Ale ,Beer,2014-03-31,44496
Ale ,Beer,2014-04-01,68897
Ale ,Beer,2014-04-02,67461
Ale ,Beer,2014-04-03,106216
Ale ,Beer,2014-04-04,76074
Ale ,Beer,2014-04-05,87556
Ale ,Beer,2014-04-06,88992
Ale ,Beer,2014-04-07,54543
Ale ,Beer,2014-04-08,54543
Ale ,Beer,2014-04-09,68897
Ale ,Beer,2014-04-10,73203
Ale ,Beer,2014-04-11,78944
Ale ,Beer,2014-04-12,83250
Ale ,Beer,2014-04-13,73203
Ale ,Beer,2014-04-14,51673
Ale ,Beer,2014-04-15,74638
Ale ,Beer,2014-04-16,73203
Ale ,Beer,2014-04-17,67461
Ale ,Beer,2014-04-18,74638
Ale ,Beer,2014-04-19,81815
Ale ,Beer,2014-04-20,80380
Ale ,Beer,2014-04-21,60285
Ale ,Beer,2014-04-22,57414
Ale ,Beer,2014-04-23,68897
Ale ,Beer,2014-04-24,63155
Ale ,Beer,2014-04-25,83250
Ale ,Beer,2014-04-26,64591
Ale ,Beer,2014-04-27,88992
Ale ,Beer,2014-04-28,60285
Ale ,Beer,2014-04-29,61720
Ale ,Beer,2014-04-30,70332
Ale ,Beer,2014-05-01,76074
Ale ,Beer,2014-05-02,83250
Ale ,Beer,2014-05-03,84686
Ale ,Beer,2014-05-04,74638
Ale ,Beer,2014-05-05,80380
Ale ,Beer,2014-05-06,71768
Ale ,Beer,2014-05-07,57414
Ale ,Beer,2014-05-08,77509
Ale ,Beer,2014-05-09,58849
Ale ,Beer,2014-05-10,81815
Ale ,Beer,2014-05-11,93298
Ale ,Beer,2014-05-12,63155
Ale ,Beer,2014-05-13,80380
Ale ,Beer,2014-05-14,70332
Ale ,Beer,2014-05-15,74638
Ale ,Beer,2014-05-16,70332
Ale ,Beer,2014-05-17,81815
Ale ,Beer,2014-05-18,83250
Ale ,Beer,2014-05-19,54543
Ale ,Beer,2014-05-20,71768
Ale ,Beer,2014-05-21,71768
Ale ,Beer,2014-05-22,58849
Ale ,Beer,2014-05-23,63155
Ale ,Beer,2014-05-24,88992
Ale ,Beer,2014-05-25,76074
Ale ,Beer,2014-05-26,60285
Ale ,Beer,2014-05-27,58849
Ale ,Beer,2014-05-28,73203
Ale ,Beer,2014-05-29,68897
Ale ,Beer,2014-05-30,60285
Ale ,Beer,2014-05-31,76074
Ale ,Beer,2014-06-01,111957
Ale ,Beer,2014-06-02,61720
Ale ,Beer,2014-06-03,86121
Ale ,Beer,2014-06-04,78944
Ale ,Beer,2014-06-05,80380
Ale ,Beer,2014-06-06,73203
Ale ,Beer,2014-06-07,110522
Ale ,Beer,2014-06-08,101910
Ale ,Beer,2014-06-09,41625
Ale ,Beer,2014-06-10,74638
Ale ,Beer,2014-06-11,76074
Ale ,Beer,2014-06-12,81815
Ale ,Beer,2014-06-13,86121
Ale ,Beer,2014-06-14,93298
Ale ,Beer,2014-06-15,103345
Ale ,Beer,2014-06-16,70332
Ale ,Beer,2014-06-17,64591
Ale ,Beer,2014-06-18,76074
Ale ,Beer,2014-06-19,77509
Ale ,Beer,2014-06-20,87556
Ale ,Beer,2014-06-21,103345
Ale ,Beer,2014-06-22,93298
Ale ,Beer,2014-06-23,67461
Ale ,Beer,2014-06-24,77509
Ale ,Beer,2014-06-25,74638
Ale ,Beer,2014-06-26,61720
Ale ,Beer,2014-06-27,97604
Ale ,Beer,2014-06-28,90427
Ale ,Beer,2014-06-29,78944
Ale ,Beer,2014-06-30,64591
Ale ,Beer,2014-07-01,63155
Ale ,Beer,2014-07-02,73203
Ale ,Beer,2014-07-03,87556
Ale ,Beer,2014-07-04,80380
Ale ,Beer,2014-07-05,120569
Ale ,Beer,2014-07-06,100475
Ale ,Beer,2014-07-07,78944
Ale ,Beer,2014-07-08,68897
Ale ,Beer,2014-07-09,78944
Ale ,Beer,2014-07-10,70332
Ale ,Beer,2014-07-11,84686
Ale ,Beer,2014-07-12,87556
Ale ,Beer,2014-07-13,96168
Ale ,Beer,2014-07-14,61720
Ale ,Beer,2014-07-15,76074
Ale ,Beer,2014-07-16,90427
Ale ,Beer,2014-07-17,84686
Ale ,Beer,2014-07-18,91862
Ale ,Beer,2014-07-19,91862
Ale ,Beer,2014-07-20,97604
Ale ,Beer,2014-07-21,71768
Ale ,Beer,2014-07-22,80380
Ale ,Beer,2014-07-23,84686
Ale ,Beer,2014-07-24,80380
Ale ,Beer,2014-07-25,74638
Ale ,Beer,2014-07-26,71768
Ale ,Beer,2014-07-27,90427
Ale ,Beer,2014-07-28,74638
Ale ,Beer,2014-07-29,63155
Ale ,Beer,2014-07-30,80380
Ale ,Beer,2014-07-31,78944
Ale ,Beer,2014-08-01,83250
Ale ,Beer,2014-08-02,80380
Ale ,Beer,2014-08-03,86121
Ale ,Beer,2014-08-04,60285
Ale ,Beer,2014-08-05,67461
Ale ,Beer,2014-08-06,64591
Ale ,Beer,2014-08-07,67461
Ale ,Beer,2014-08-08,88992
Ale ,Beer,2014-08-09,84686
Ale ,Beer,2014-08-10,76074
Ale ,Beer,2014-08-11,63155
Ale ,Beer,2014-08-12,83250
Ale ,Beer,2014-08-13,87556
Ale ,Beer,2014-08-14,73203
Ale ,Beer,2014-08-15,74638
Ale ,Beer,2014-08-16,87556
Ale ,Beer,2014-08-17,100475
Ale ,Beer,2014-08-18,51673
Ale ,Beer,2014-08-19,73203
Ale ,Beer,2014-08-20,78944
Ale ,Beer,2014-08-21,83250
Ale ,Beer,2014-08-22,68897
Ale ,Beer,2014-08-23,83250
Ale ,Beer,2014-08-24,94733
Ale ,Beer,2014-08-25,67461
Ale ,Beer,2014-08-26,74638
Ale ,Beer,2014-08-27,61720
Ale ,Beer,2014-08-28,73203
Ale ,Beer,2014-08-29,97604
Ale ,Beer,2014-08-30,84686
Ale ,Beer,2014-08-31,76074
